ALAMO,KRG,Keras,NDCT,NDCT-mPSO,PLY,RBF
0.3955399532318115,1323.8517971038818,41.4423113822937,0.0767098388671875,0.0713245868682861,20.193480348587038,38.289072561264035
0.3895858745574951,1324.5553223609925,44.080308485031125,0.28463572883605953,0.0201873779296875,19.89378504753113,40.44960565567017
0.38160308074951155,1425.5958786010742,44.79776453971863,0.07742230606079101,0.0253121852874755,20.49778809547424,41.17773575782776
0.38309182739257797,1325.7875920772553,42.58280873298645,0.0790436458587646,0.068566083908081,29.70178279876709,40.40614094734192
0.3652435970306395,1324.4294405460357,46.58348326683044,0.0730547885894775,0.0844855308532714,20.000852727890013,42.82565598487854
0.38736199760436996,1325.0640537261963,44.41809501647949,0.0687900714874267,0.0661561489105224,20.409896183013917,40.35304436683655
0.3722951164245605,1325.714478111267,44.88132653236389,0.081638427734375,0.025965929031372,19.59726905822754,36.8575786113739
0.4010074291229247,1323.9703110218047,43.98242993354798,0.0877616596221923,0.0652511119842529,19.79691071510315,41.000673055648804
0.3449137287139892,1424.7735792636872,44.48999257087708,0.0799477806091308,0.0336966514587402,27.08552122116089,40.73579025268555
0.3712817955017089,1325.9276392936706,40.70390095710754,0.0768536987304687,0.0578808784484863,20.805106115341186,45.05140571594238
0.4072085933685302,1224.6041330337525,34.65173182487488,0.0840081424713134,0.0221855640411376,19.986204290390013,40.16934027671814
0.35952932548522937,1324.9613983631134,44.210239791870116,0.0708313179016113,0.0596156120300293,25.289256286621093,47.90668787956238
0.38089642906188953,1325.176133441925,46.008457851409915,0.3421970329284668,0.058206558227539,20.706741666793825,42.873887395858766
0.3842625255584716,1325.8276049613953,44.28557538986206,0.0770370426177978,0.0611622333526611,22.198726987838747,40.19915218353272
0.3694806060791015,1324.3005403995514,44.75974106788635,0.08975648689270019,0.0595152378082275,15.897869157791138,47.4368597984314
0.4261909484863281,1425.1921437740325,44.086759853363034,0.0659929447174072,0.0649759769439697,20.505642318725585,49.82584171295166
0.3797727832794189,1315.3652048110962,44.590936946868894,0.08373038482666009,0.0534451007843017,21.391463804244996,42.73762321472168
0.39615959167480463,1354.449605512619,44.86890516281128,0.3217418384552002,0.0510821342468261,18.579201698303223,37.05900816917419
0.36312732124328606,1325.2627901077271,44.2680992603302,0.0789025745391845,0.0525116920471191,28.10092544555664,43.58771858215332
0.39433623886108393,1325.7135454177856,42.457782936096194,0.0782694282531738,0.027759313583374,21.299136352539062,48.19074649810791
