ALAMO,NDCT,PLY,RBF,KRG,Keras
0.3955399532318115,0.1480344257354736,20.193480348587038,1323.989072561264,2927.151797103882,41.4423113822937
0.3895858745574951,0.30482310676574703,19.89378504753113,1324.4496056556702,2928.6553223609926,44.080308485031125
0.38160308074951155,0.10273449134826651,20.49778809547424,1425.4777357578278,3151.795878601074,44.79776453971863
0.38309182739257797,0.1476097297668456,29.70178279876709,1325.906140947342,2931.3875920772552,42.58280873298645
0.3652435970306395,0.1575403194427489,20.000852727890013,1324.3256559848785,2928.1294405460358,46.58348326683044
0.38736199760436996,0.13494622039794912,20.409896183013917,1324.9530443668366,2929.7640537261964,44.41809501647949
0.3722951164245605,0.107604356765747,19.59726905822754,1325.3575786113738,2930.9144781112673,44.88132653236389
0.4010074291229247,0.15301277160644522,19.79691071510315,1324.1006730556487,2927.370311021805,43.98242993354798
0.3449137287139892,0.113644432067871,27.08552122116089,1425.1357902526856,3150.273579263687,44.48999257087708
0.3712817955017089,0.13473457717895498,20.805106115341186,1325.5514057159423,2931.427639293671,40.70390095710754
0.4072085933685302,0.106193706512451,19.986204290390013,1224.1693402767182,2707.2041330337524,34.65173182487488
0.35952932548522937,0.1304469299316406,25.289256286621093,1325.0066878795624,2929.4613983631134,44.210239791870116
0.38089642906188953,0.4004035911560058,20.706741666793825,1325.0738873958587,2930.076133441925,46.008457851409915
0.3842625255584716,0.1381992759704589,22.198726987838747,1325.6991521835328,2931.1276049613953,44.28557538986206
0.3694806060791015,0.1492717247009277,15.897869157791138,1323.9368597984314,2927.800540399551,44.75974106788635
0.4261909484863281,0.1309689216613769,20.505642318725585,1425.1258417129516,3150.9921437740327,44.086759853363034
0.3797727832794189,0.1371754856109618,21.391463804244996,1315.2376232147217,2908.365204811096,44.590936946868894
0.39615959167480463,0.37282397270202633,18.579201698303223,1354.0590081691741,2994.449605512619,44.86890516281128
0.36312732124328606,0.13141426658630362,28.10092544555664,1325.3877185821534,2930.262790107727,44.2680992603302
0.39433623886108393,0.1060287418365478,21.299136352539062,1325.5907464981078,2930.913545417786,42.457782936096194
